mol solvent,mol solute,target Gsolv kcal
C1CC=CCC1,CCCC(F)(F)C(F)(F)O,-5.78791869
CCNC=O,FCC(C)C(F)(F)OCC(F)(F)F,-4.43713567
Cc1cc(C)cc(C)c1,FCCCOC(F)(F)F,-3.68586932
CC(CC(C)=O)=O,CC(C(O)=O)Oc(ccc1)cc1Cl,-13.58251896
CCCCCC,O=Nc1cc(ccc1)N(=O)=O,-7.18296389
CCCCCCCCN(CCCCCCCC)CCCCCCCC,CC(C)c1ccccc1C(O)=O,-8.87431423
c2nc1ccccc1cc2,Nc(cnc1c2N)nc1ncn2,-17.92726948
CCCCC(CC)=O,N(c1ccccc1)c3cc2ccccc2cc3,-14.84782118
S=C=S,FC(F)C(F)C(F)F,-2.19431309
CCC(C)CC,CCCc1ccncc1,-6.60060291
C=CC=C,OC(=O)CC(=C)C(O)=O,-8.96283269
O(Cc2ccccc2)Cc1ccccc1,Cc(ccc1O)cc1N(=O)=O,-8.44422715
CCCBr,CC(C)(C)c(cc1)ccc1N,-9.32389558
CC(C)C,FC(F)(F)C(F)(C(F)(F)F)N=C(F)F,-2.34610268
CC(C)CC(C)=O,CCCC(C)CC=O,-5.99007527
OCCCCCCCCC,Cc1cocn1,-4.89864228
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Sc1ccccc1,-4.36668471
OCC(O)C,c(ccc1no2)cc1n2,-6.69071314
CN1CCN(C)C1=O,O=Cc1c[nH]c2c1cccc2,-15.76020659
CC(C)CC(C)(C)C,Cc(ccc1Cl)cc1N,-6.98987856
Cc1nc(C)ccc1,FC(F)(F)c1cc(Nc2ncccc2C(O)=O)ccc1,-17.63136317
CCCCc1ccccc1,ClC1CCCCC1=O,-6.7264383
CCC(O)(C)C,COC(OC)C(C)c1ccccc1,-8.11682947
O=N(c1ccccc1)=O,OC1(C)CSC(O)(C)CS1,-10.78015135
Clc1ccccc1Cl,NCCC(F)CC,-5.46451893
CC#N,CC1(C)CCC=C(CC2C)C1CC2(C)C(C)=O,-9.82029171
ClC(Cl)=O,CCCC(O)(C)CC,-6.2614222999999996
OCCCCCCCCC,OC(C1CCN1)=O,-8.62987455
C=Cc1ccccc1,NCC(N)CC,-5.51614029
C(c2ccccc2)c1ccccc1,OCCNC(C)C,-5.77774774
ClC(Cl)C(Cl)Cl,CC1OC(=O)C=CC1,-9.9547296
Brc1ccccc1,FCC(F)(F)OC(F)(F)C(F)(F)CF,-3.87298505
CC(C)C(C)C(C)C,O=C1C=CCO1,-4.51121535
NCCCN,CN(C)C(=O)N1CC1,-6.63396109
Cc1ccccc1N(=O)=O,c(cc3cccc5c3c4c2c1c5cccc1ccc2)c4,-14.93947394
ClC(Cl)C(O)=O,NC(C)CC(F)(C)C,-12.495629
CCN1CCCC1=O,CCc(occ1O)c1C,-10.79271349
c1cscc1,Nc1cc(C)ccn1,-8.19044254
COC(C)(C)C,OC(=O)c1ccc(C)cc1O,-11.77074363
CCCCOC(C)=O,CC2=COc1ccccc1C2=O,-9.650144699999998
CC(Cl)Cl,COCC(F)(F)C(F)(F)F,-3.57743193
ClB(Cl)Cl,C#CCCCCCC#C,-6.0620043
CCCCCCCl,CCC(C(O)=O)C(O)=O,-8.17570607
O(c2ccccc2)c1ccccc1,c(ccc2c1ccccc1o3)cc32,-8.99931241
CCCCc1ccccc1,CCC(C)S(C(C)(C)C)=O,-8.05156124
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CCCCC(Cl)=O,-5.06839566
Nc1ccccc1,O=C1CC=CCC1,-7.26540577
C1CC=CCC1,FCCCCC,-3.75575797
O=S=O,O=C1CCCCCCCCCCCCCCCCC1,-14.09809108
CCN(CC)CC,CC(C1)CC(OC1(C)C)=O,-8.44501299
CCCCCCOC(C)=O,FCC(F)C(F)(C(F)(F)F)C(F)(F)F,-3.39588543
Cc1nc(C)ccc1,Brc1sccn1,-7.19104029
S=C=S,CC(C)(COC(C)=O)COC(C)=O,-8.01889684
OC(C)C,CCCCC(F)Cl,-4.54522418
CC(OCc1ccccc1)=O,FC=CC(C)=O,-4.6482859
CCCCCCCCCCCCCCCC,O=CCOC2CC3C1CC=CC1C2C3,-8.81802816
OCCS,Clc1ccccc1c(cccc2Cl)c2Cl,-10.17916766
NCCCC,OC1CCCCC1,-8.62076259
OCCCC,CC(C)N(C)C(C)C,-4.966628
CCCCC(CO)CC,Fc1cc(ccc1)NC(=O)N,-12.58006184
CO,N=C(N)N2Cc1ccccc1CC2,-15.1460011
CC(Cl)Cl,FC(C)C(F)(O)C,-5.36548683
CCC(C)CC,CCOC(CC(C)C)=O,-5.27970926
CCCCCC,Fc1ccc(cc1)NC(=O)N(C)C,-9.06060752
OCCO,CCCCCCOCCCCCC,-4.5315325
COCCO,FC(F)(F)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.10159658
CSC,CCCCCCCCC=CCCCCCCCC(OC(COC(CCCCCCCC=CCCCCCCCC)=O)COC(CCCCCCCC=CCCCCCCCC)=O)=O,-43.54903592
CC1OC(OC1)=O,COc1cc(Cl)ccc1,-6.68602576
CCCCCCCCBr,Fc1ccc(cc1)NC(=O)N(C)N=O,-10.44514806
CCCCCCCCCC,COS(C)(=O)=O,-4.83690167
C(CC1)CCC1C2CCCCC2,FC(F)(F)C(F)(F)CC(F)(F)C(F)(F)F,-2.10717107
CSC,OC(C)CC(O)C,-7.62142687
CCCC,CC(C)=CCC=C(C)C1CC=C(C)CC1,-10.30411566
CN(C)C(C)=O,OC(=O)c1[nH]ccc1,-13.36731521
O=S=O,Cc1ccc(cc1)NC(C)=Nc(cc2)ccc2Br,-16.98321634
CCCCCCOC(C)=O,NCCCN,-5.1712527999999995
CC(C)C,BrC(Br)(Br)Br,-6.80496021
N#CCc1ccccc1,FC(F)(F)C(F)(F)CC(C)(C(F)(F)F)C(F)(F)F,-3.53114943
CCC(O)(C)C,CCC(F)CCl,-4.27717529
CCCCCCCCC,c(ncc1sc2)cc1c2,-7.24587105
FCCCCCCCC,O=NN1CCN(CC1)N=O,-9.47233422
O=S=O,CCCC=CCCOC(C(C)C)=O,-8.46631905
OCCCCCCC,FC(F)(F)C(C(F)(F)C(C)=O)=O,-3.59373127
CC(C)CC(C)(C)C,CCCCCCCCC(OCC)=O,-8.31532358
CCOC(=O)c1ccccc1,CCC(N)(C)C,-4.26101516
CCC=C,CC(C)CC(C)(C)C,-4.8423793
O=N(c1ccccc1)=O,CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1,-20.34344577
CCCCC(CO)CC,OC(=O)Cc(ccc1)cc1O,-13.88470142
CC1OC1,Oc1ccc(Cl)cc1,-10.76876116
CCCCCC,FCC(F)(CC)C(F)(F)F,-3.10463916
O=CN1CCOCC1,ClCOCCl,-5.33879152
CC1CCCC1,CCC(C)(C(F)(F)F)C(F)(F)C,-4.51053664
CC(C)(C)c1ccccc1,CC(C)N=C(N(C(C)C)C(C)C)N(C(C)C)C(C)C,-10.40152285
CC(C)=O,CCC(C)(C)C1CCC(CC1)=O,-8.66443851
ClCCCl,FC(Cl)C=C,-3.81078087
CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,CCCCCC(=O)c1occc1,-7.13009244
CCCCNCCCC,CC(C)C2CC3C(C1OCCO1)CC2C=C3C,-10.435147599999999
N#CCc1ccccc1,CC(C)CC(O)=O,-7.15943434
OCCCCCCC,CCC(OC(C)(CCC=C(C)C)C=C)=O,-8.45380083
CCCCCCCCCCCCCCCC,CCCCCCCCCCCCC1CCCC1,-11.23000126
Cc1ccccc1,FCCCCC(C)C,-5.17129333
CC(C)CC(C)=O,COC(=O)c(cc1)ccc1C(O)=O,-12.82408342
OCCS,CC(C)(C)CC(C)CC=O,-6.36217551
CCCCCCCCC=C,COC(F)C(C(F)(F)F)C(F)(F)F,-3.4394437999999994
SC,Cc(oc2C)cc2SC(=O)c1occc1,-12.61695928
CC(C)C(C)C(C)C,FCC(F)(F)CCl,-2.82262244
O,CCCC(OC(C)(C)Cc1ccccc1)=O,-3.27221002
ClC(Cl)=C(Cl)Cl,CCOC(=O)C=CC(OCC)=O,-7.42403117
CCCC(C)CC,FC(F)C(F)(F)C(F)(F)C(F)(Cl)Cl,-3.89183151
CCCCC(CC)COC(CCCCC(OCC(CC)CCCC)=O)=O,CC(C)C(C)(C)CC(F)(F)F,-4.67840483
OCCCl,O=S(=O)(N)N,-12.68726351
CCCCC(CC)=O,CCCCOC(CCC)=O,-6.4866647
OCCSCCO,CC1C(CCC1(C)OC(C)=O)C(C)=C,-7.12201716
CC(C)(C)Cl,FCC(CF)(CF)CC(F)(F)F,-5.23370675
c1cscc1,FC(F)(F)c1cc(ccc1C#N)NC(C(O)(C)CS(c(cc2)ccc2F)(=O)=O)=O,-23.05147864
CC#N,CCCCc2sc1ccccc1c2,-8.75442631
N#CCCCC#N,N=C(N)N,-9.57503405
OCCC,BrC1CC1,-3.88780943
Clc2c1ccccc1ccc2,FC(F)(F)C(F)(F)CC(C)C(F)(F)C(F)(F)F,-3.58690398
CCCCCCCC=C,CCC(F)C(F)(F)Cl,-3.53936847
OCCN,Ic1cc(ccc1)N(=O)=O,-8.79859003
CCNC(C)=O,c(cn1)ccc1c(ccc3)nc3c2ccccn2,-13.83588637
CCCCN(CCCC)CCCC,CCOc2ccc(nn2)NS(c(cc1)ccc1N)(=O)=O,-13.193857500000002
NCCCC,CC(C)=CC(=O)C=C(C)C,-7.56447209
CC(Br)Br,CC1(CC=C(C)CC1)C(C)=O,-8.55103128
C(C=Cc1cc2)c1cc2,SCC(O)C(O)CS,-9.00619505
OCCC#N,Nc2ccc(cc2)S(=O)(=O)Nc3nc1ccccc1nc3,-22.70184318
Brc2c1ccccc1ccc2,BrCC(CBr)(CBr)CBr,-10.36555515
O=Cc1occc1,COCCNCCOC,-6.53957921
CC1OC1,Clc1cccc(Cl)c1O,-8.70241644
ClC(Cl)=O,CCCCCCCCCCC(OCC)=O,-10.98536219
CCI,O=C1NCC1,-6.79740486
ClCCl,CC1(C)CCCCC1=O,-8.25937936
CCOC(CCC)=O,COC(C1CCC(CC1)C(OC)=O)=O,-10.04462145
CCCCC(CC)=O,CC(C)c(cc1)ccc1Cl,-7.31477609
COCCO,CC(C)OC(=O)C(C)=C,-5.03568607
FC(F)C,CC(C)C(OCCc1ccccc1)=O,-9.78973963
OCCc1ccccc1,Cc1cc(O)ccn1,-11.75920606
CN(=O)=O,CN2C3CCC2CC(C3)OC(=O)C(CO)c1ccccc1,-14.96980114
CC(C)c(cc1)ccc1C,COC(=O)c1ccccc1O,-7.81700421
Cc1ccccn1,COC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,-2.8468937000000003
Cc1ncccc1C,CCOC(CC)=N,-5.32799258
CCCOCC(O)C,c(ccc1ns2)cc1n2,-7.66320862
CC(Cl)(Cl)Cl,CCCCCCCCC(C)CC,-7.80864696
OCC(O)CC,OC(=O)c(cccc1O)c1O,-12.48220679
O(Cc2ccccc2)Cc1ccccc1,CCC(C)C(F)(C)C,-4.5600792000000006
CC(C)CC(C)(C)C,FC(F)(O)C(F)(C)C,-3.45954617
SC,Clc1cc(Cl)c(Cl)c(c1Cl)N(=O)=O,-10.28665984
O=Cc1occc1,CC(C)C1CCC(C)=C(O)C1=O,-8.57259503
CC(Cl)(Cl)Cl,OC(=O)C(C)=C,-4.91010269
CCCCOC(C)=O,Cc3c1ccccc1cc2ccccc32,-11.58868964
CCCCCCCCCCCCCCC,OCC1CCCCN1,-5.60002915
NCCN,CCCCS(C(C)(C)C)=O,-6.93688368
CCCOCC(O)C,CC(C)(OC(C)=O)C(CCC2C)CC1=C2CCC1C,-10.75797718
O=CN1CCOCC1,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1,-18.39834349
COCCOCCO,FC(F)(F)C(F)C(F)(C)C(F)(F)F,-2.82223945
Cc1ccc(C)cc1,CC(C)CCC#C,-4.47386792
C1CCCCC1,CC=C=O,-2.18961278
CCCCC(C)=O,CCCCCCCC=CC(O)=O,-11.18925165
CN(C)P(=O)(N(C)C)N(C)C,CCOC(CC=C)=O,-5.57579256
CCCCCCC=C,FC(Cl)C(F)(C)C(F)(F)F,-3.31837326
COC(OC)=O,OCC(C)C(F)(F)F,-6.066443799999999
CC(C)(C)c1ccccc1,C(CC2)CCC2SC1CCCCC1,-10.14045414
CN1CCCCC1=O,CCCCCCC(C)C=O,-6.94997587
OCC(O)CC,OCC(C)Oc1ccccc1,-9.61612964
NCCN,OCC(C)N(C)C,-6.04484797
OCC1CCCO1,Oc2ccccc2C=N(c1ccccc1)=O,-13.94232757
O=C1CCCO1,N#CCCC#N,-10.17144762
CCN(CC)C(C)=O,CN(C)C(C)C(O)c1ccccc1,-9.72021472
CCC(C)c1ccccc1,CC1CCCCN1,-5.02744102
C(CC2)CCC2c1ccccc1,CNC(C)CC(F)(F)F,-4.36288542
CCC(C)c1ccccc1,FC(F)C(F)OC(F)(F)Cl,-3.19248188
CCC1OC1,CCC(F)C=O,-4.76774194
CCC(C)c1ccccc1,CC(C)C(F)C(F)C(C)C,-5.46176722
CCCCCCCCC=C,CCC1OC(CC1)=O,-6.11595856
O=S=O,CCCCCOC=O,-6.56459342
OCCCCCCC,C1OCOCO1,-4.55503522
N1CCCC1,C1NCCCNC1,-7.00679113
N#CCCOCCC#N,CC(C)CCC(O)=O,-7.50807557
CC(C)=O,NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=C(O)C=CC=N1,-20.97877599
OCCO,FC(F)N(C(F)(F)F)C(F)(F)F,-0.60901672
O=S=O,CN1C=CSC1=S,-11.32727422
OC1CCCCC1,Nc1ccc(cc1)C(=O)N,-14.76046511
OCCCO,FCCBr,-3.69009403
CCCl,FCC(F)(C)C(F)(F)Cl,-4.43128957
CC(C)c(cc1)ccc1C,OP(O)OCCOP(O)O,-10.97037892
COCCOCCO,O=Cc2cc1ccccc1cc2,-9.86848653
CCC(C)(C)C,FCC(F)(F)C(F)(C)C(F)F,-3.45691123
CCCCCCCC,CCCOC(CCCC)=O,-5.99308733
OCCN,CCCCCC#CC(OCC=C)=O,-7.19879364
CCN(=O)=O,COc1ccccc1C,-6.332649099999999
N#CCc1ccccc1,OCc3c1ccccc1cc2ccccc32,-13.46500544
CCC(C)c1ccccc1,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1,-16.37666859
C(CC1)CCC1C2CCCCC2,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,-14.56887666
C=Cc1ccccc1,CCCCCCCCC=CCCCCCCCC(OC)=O,-14.66457244
Clc1ccccc1,CC(C)C=C(C)C,-4.21845388
CN(=O)=O,FC(F)(F)OCC(F)(F)C(F)(F)F,-1.93689509
Cc2c1ccccc1ccc2,COC(CC)COC(F)(F)F,-4.90232608
CCCCCCCCCC,CC(C)(N1CCCCC1)C#N,-7.56927601
COC,CCC(F)(F)C(F)(F)C(F)(C)C(F)(F)F,-5.7032158
OCCCO,O=C=Nc1ccc(cc1)N(=O)=O,-8.25125712
OCCOCCCC,CCC(C)(C)C(C)C(F)(F)F,-4.60749565
CCCCCCCC=C,Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)N(=O)=O,-10.09123407
Cc1ccccn1,FCC(Cl)C(C(F)(F)F)C(F)(F)F,-4.76941605
CCCCCCCCN(CCCCCCCC)CCCCCCCC,FC(Cl)C(F)Cl,-1.93287929
CCCCCCCCCCCCCCC=C,Cc2cccc3c1ccccc1sc32,-10.23173427
CCCCCCCl,COc(cc1)ccc1C,-6.57780355
OCCCO,COC(F)C(C(F)(F)F)C(F)(F)F,-3.12239395
OCCOCC,OCc1cc(CO)ccc1,-12.54407409
CNc1ccccc1,NCCC(F)(F)C,-6.22783261
O1CCCCC1,OC(N)C,-5.53596773
CC(=C)C#C,CCCCC(CC)C(OC)=O,-7.14710324
CN1CCCC1=O,CN(C)c1ccccc1C,-7.17198411
OCCCCCCCCC,O=C(N)NNc1ccccc1,-13.34733287
CC1OC1,CCOP1(OCCCO1)=O,-11.39205047
CCCCCCC=C,CC1CCC=C1C,-4.34443869
CN1CCCC1,COc1ccc(cc1)C(=NS(C(F)(F)F)(=O)=O)NS(C(F)(F)F)(=O)=O,-16.79991381
CCOCC,CCC(O)C1CCCCN1,-8.15020101
CCCCCCCCC=C,CCOC(=O)c(cc1)ccc1N(C)C,-9.98946575
OCCCl,S,-2.2903611
OCC,CC1C=Cc2c1cccc2,-6.484689299999999
CCCCCCCCN(CCCCCCCC)CCCCCCCC,Clc1ccccc1,-4.69837922
ClC(=C)C=C,FC(Cl)C(Cl)(Cl)C(Cl)(Cl)Cl,-7.4903826
COCCOCCOC,CC1SC=NC1,-6.24984949
ClCCl,FC(F)(F)c2cc(C1=NCCC1)ccc2,-10.19815352
CCBr,OCCCCCCCCCCCCCCCCCC,-14.42276429
CCCCOP(OCCCC)(OCCCC)=O,NC1=NC2=C(N1)C=C1C(=O)NC(N)=NC1=C2,-26.24510569
CC(C)C,OCC(O)C(O)C=O,-6.31574453
OCCCl,CC(C)=C,-1.75749539
ClB(Cl)Cl,NCCC(C)C(F)(F)F,-4.75994021
C(CC1)CCC1C2CCCCC2,CNCC(C)c1ccccc1,-7.26057541
CCC(C)C,CCC(C)(C)N(C)C,-5.02405469
OCCC#N,FCC(C)CN,-6.59413349
CCCCCCCCCCCC,CC1CCCC(C)C1C,-5.43617153
C=CC=C,CC(C)C(=O)Oc(cc1)ccc1C,-9.39955537
ICI,ON=Cc1ccc(cc1)N(=O)=O,-11.30043557
CC(C)(C)CC(C)CC(C)(C)CC(C)(C)C,FC(F)(F)C(=O)C=C(O)c1sccc1,-7.71334986
OCCC,OC1=CC=C(C=C1)C1=CC2=C(S1)C=C(O)C=C2,-21.17674159
C(CCc1cc2)Cc1cc2,N1CCCCC1,-4.57078247
CCC#N,O=C2NC(c1ccccc21)=O,-11.03331636
CN(C)C=O,Cc2cnc1ccccc1c2C,-9.600014300000002
N1CCCCC1,C=CCc1ccccc1,-6.27751694
O=N(c1ccccc1)=O,CCC(C)CCl,-4.49909485
CCOC(C)(C)C,CCOC(C)C,-3.79951998
